td_date,portfolio,20
2010-01-29,2.218049526056142,2.4562950522573956
2010-02-26,2.218049526056142,2.4562950522573956
2010-03-31,2.218049526056142,2.4562950522573956
2010-04-30,2.2332328951824065,2.4562950522573956
2010-05-31,2.2332328951824065,2.4562950522573956
2010-06-30,2.2332328951824065,2.4562950522573956
2010-07-30,2.2159782325793507,2.4577560203169924
2010-08-31,2.2159782325793507,2.4577560203169924
2010-09-30,2.2159782325793507,2.4577560203169924
2010-10-29,2.257254461045912,2.4562950522573956
2010-11-30,2.257254461045912,2.4562950522573956
2010-12-31,2.257254461045912,2.4562950522573956
2011-01-31,2.2662172110447276,2.4577560203169924
2011-02-28,2.2662172110447276,2.4577560203169924
2011-03-31,2.2662172110447276,2.4577560203169924
2011-04-29,2.30311197074182,2.4562950522573956
2011-05-31,2.30311197074182,2.4562950522573956
2011-06-30,2.30311197074182,2.4562950522573956
2011-07-29,2.236413484917219,2.457025536287194
2011-08-31,2.236413484917219,2.457025536287194
2011-09-30,2.236413484917219,2.457025536287194
2011-10-31,2.271806502321083,2.457025536287194
2011-11-30,2.271806502321083,2.457025536287194
2011-12-30,2.271806502321083,2.457025536287194
2012-01-31,2.210313016395532,2.448385234694914
2012-02-29,2.210313016395532,2.448385234694914
2012-03-30,2.210313016395532,2.448385234694914
2012-04-27,2.2678877334882497,2.441205901162231
2012-05-31,2.2678877334882497,2.441205901162231
2012-06-29,2.2678877334882497,2.441205901162231
2012-07-31,2.4021579650286995,2.4809963749508057
2012-08-31,2.4021579650286995,2.4809963749508057
2012-09-28,2.4021579650286995,2.4809963749508057
2012-10-31,2.341785235631919,2.4990039008105924
2012-11-30,2.341785235631919,2.4990039008105924
2012-12-31,2.341785235631919,2.4990039008105924
2013-01-31,2.338762201238773,2.577902822344953
2013-02-28,2.338762201238773,2.577902822344953
2013-03-29,2.338762201238773,2.577902822344953
2013-04-26,2.420519108256469,2.584537679831733
2013-05-31,2.420519108256469,2.584537679831733
2013-06-28,2.420519108256469,2.584537679831733
2013-07-31,2.3820722635899028,2.5843091566145837
2013-08-30,2.3820722635899028,2.5843091566145837
2013-09-30,2.3820722635899028,2.5843091566145837
2013-10-31,2.254361233566957,2.5814465183162305
2013-11-29,2.254361233566957,2.5814465183162305
2013-12-31,2.254361233566957,2.5814465183162305
2014-01-30,2.368101396625407,2.556548849137563
2014-02-28,2.368101396625407,2.556548849137563
2014-03-31,2.368101396625407,2.556548849137563
2014-04-30,2.344264183869016,2.553635457012895
2014-05-30,2.336693104773039,2.553635457012895
2014-06-30,2.336693104773039,2.553635457012895
2014-07-31,2.382640636553437,2.5422658454399283
2014-08-29,2.382640636553437,2.5422658454399283
2014-09-30,2.382640636553437,2.5422658454399283
2014-10-31,2.3553540521337046,2.545854462944419
2014-11-28,2.3553540521337046,2.545854462944419
2014-12-31,2.3553540521337046,2.5443574876923947
2015-01-30,2.415965939761374,2.5359255491021138
2015-02-27,2.415965939761374,2.5359255491021138
2015-03-31,2.415965939761374,2.5359255491021138
2015-04-30,2.39263742131957,2.5431025023409153
2015-05-29,2.39263742131957,2.5431025023409153
2015-06-30,2.39263742131957,2.5431025023409153
2015-07-31,2.3822922562488325,2.5439391592419014
2015-08-31,2.3822922562488325,2.5439391592419014
2015-09-30,2.3822615685688353,2.5439391592419014
2015-10-30,2.4807268587217113,2.5453849916895877
2015-11-30,2.4807268587217113,2.5453849916895877
2015-12-31,2.4807268587217113,2.5443574876923947
2016-01-29,2.3479668290968236,2.546263560871047
2016-02-29,2.3479668290968236,2.5458119438933124
2016-03-31,2.3479668290968236,2.545769424842206
2016-04-29,2.567414644904116,2.545726905791099
2016-05-31,2.567414644904116,2.545726905791099
2016-06-30,2.567414644904116,2.545684386739993
2016-07-29,2.3807939373930997,2.541492327815309
2016-08-31,2.3807939373930997,2.541492327815309
2016-09-30,2.3807939373930997,2.5418017348651567
2016-10-31,2.307850781961238,2.5418017348651567
2016-11-30,2.307850781961238,2.5418017348651567
2016-12-30,2.307850781961238,2.541647031340233
2017-01-26,2.4231034274828787,2.548115601297507
2017-02-28,2.4231034274828787,2.548115601297507
2017-03-31,2.4231034274828787,2.548115601297507
2017-04-28,2.4547581151696782,2.551425346280922
2017-05-31,2.4547581151696782,2.551425346280922
2017-06-30,2.4547581151696782,2.551425346280922
2017-07-31,2.560253469253997,2.557993195113184
2017-08-31,2.560253469253997,2.5626712661332895
2017-09-29,2.560253469253997,2.562573369807364
2017-10-31,2.3115228538074906,2.562964955111067
2017-11-30,2.3115228538074906,2.562964955111067
2017-12-29,2.3115228538074906,2.562964955111067
2018-01-31,2.4903109218362696,2.557915979548042
2018-02-28,2.4903109218362696,2.557915979548042
2018-03-30,2.4903109218362696,2.557915979548042
2018-04-27,2.294736232580691,2.558018933634898
2018-05-31,2.294736232580691,2.558018933634898
2018-06-29,2.294736232580691,2.558018933634898
2018-07-31,2.425020417410876,2.558018933634898
2018-08-31,2.425020417410876,2.558018933634898
2018-09-28,2.425020417410876,2.558018933634898
2018-10-31,2.3706981184586873,2.558018933634898
2018-11-30,2.3706981184586873,2.558018933634898
2018-12-28,2.3706981184586873,2.558018933634898
2019-01-31,2.32899087337203,2.558018933634898
2019-02-28,2.32899087337203,2.558018933634898
2019-03-29,2.32899087337203,2.558018933634898
2019-04-30,2.5055219109907556,2.558018933634898
2019-05-31,2.5055219109907556,2.558018933634898
2019-06-28,2.5055219109907556,2.558018933634898
2019-07-31,2.4727648229838994,2.5598561512169127
2019-08-30,2.4727648229838994,2.5626712661332895
